day;01001;01002;01003;01004;01051;01053;01054;01055;01056;01057;01058;01059;01060;01061;01062;02000;03101;03102;03103;03151;03153;03154;03155;03157;03158;03159;03241;03251;03252;03254;03255;03256;03257;03351;03352;03353;03354;03355;03356;03357;03358;03359;03360;03361;03401;03402;03403;03404;03405;03451;03452;03453;03454;03455;03456;03457;03458;03459;03460;03461;03462;04011;04012;05111;05112;05113;05114;05116;05117;05119;05120;05122;05124;05154;05158;05162;05166;05170;05314;05315;05316;05334;05358;05362;05366;05370;05374;05378;05382;05512;05513;05515;05554;05558;05562;05566;05570;05711;05754;05758;05762;05766;05770;05774;05911;05913;05914;05915;05916;05954;05958;05962;05966;05970;05974;05978;06411;06412;06413;06414;06431;06432;06433;06434;06435;06436;06437;06438;06439;06440;06531;06532;06533;06534;06535;06611;06631;06632;06633;06634;06635;06636;07111;07131;07132;07133;07134;07135;07137;07138;07140;07141;07143;07211;07231;07232;07233;07235;07311;07312;07313;07314;07315;07316;07317;07318;07319;07320;07331;07332;07333;07334;07335;07336;07337;07338;07339;07340;08111;08115;08116;08117;08118;08119;08121;08125;08126;08127;08128;08135;08136;08211;08212;08215;08216;08221;08222;08225;08226;08231;08235;08236;08237;08311;08315;08316;08317;08325;08326;08327;08335;08336;08337;08415;08416;08417;08421;08425;08426;08435;08436;08437;09161;09162;09163;09171;09172;09173;09174;09175;09176;09177;09178;09179;09180;09181;09182;09183;09184;09185;09186;09187;09188;09189;09190;09261;09262;09263;09271;09272;09273;09274;09275;09276;09277;09278;09279;09361;09362;09363;09371;09372;09373;09374;09375;09376;09377;09461;09462;09463;09464;09471;09472;09473;09474;09475;09476;09477;09478;09479;09561;09562;09563;09564;09565;09571;09572;09573;09574;09575;09576;09577;09661;09662;09663;09671;09672;09673;09674;09675;09676;09677;09678;09679;09761;09762;09763;09764;09771;09772;09773;09774;09775;09776;09777;09778;09779;09780;10041;10042;10043;10044;10045;10046;11001;11002;11003;11004;11005;11006;11007;11008;11009;11010;11011;11012;12051;12052;12053;12054;12060;12061;12062;12063;12064;12065;12066;12067;12068;12069;12070;12071;12072;12073;13003;13004;13071;13072;13073;13074;13075;13076;14511;14521;14522;14523;14524;14612;14625;14626;14627;14628;14713;14729;14730;15001;15002;15003;15081;15082;15083;15084;15085;15086;15087;15088;15089;15090;15091;16051;16052;16053;16054;16055;16056;16061;16062;16063;16064;16065;16066;16067;16068;16069;16070;16071;16072;16073;16074;16075;16076;16077;99999
2001-KW01;0;4;1;0;1;0;0;0;3;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;1;0;0;0;0;2;5;0;0;0;0;0;0;1;2;0;0;1;0;0;10;0;0;0;1;0;3;4;0;5;0;0;1;3;1;0;1;1;2;0;0;0;0;0;4;0;3;0;1;0;12;0;3;0;6;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;1;0;0;0;0;0;0;0;2;4;0;0;0;1;0;0;0;0;1;1;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;1;0;2;0;2;0;1;1;1;10;2;4;8;0;0;2;7;5;16;2;8;4;2;0;3;5;0;3;2;2;0;0;0;5;0;0;0;1;0;1;0;0;0;11;2;0;0;0;2;2;3;0;0;2;0;0;0;0;2;0;0;5;1;0;0;8;0
2001-KW02;0;2;2;0;2;1;3;0;0;1;2;2;0;1;1;5;18;0;10;0;2;12;0;1;0;0;7;0;0;0;0;3;1;3;4;3;0;0;0;2;0;3;0;0;0;0;1;0;1;2;0;0;1;2;3;0;1;1;2;0;0;0;0;0;0;0;0;3;1;1;0;0;0;6;1;1;1;3;0;8;1;2;3;0;0;2;10;3;3;0;1;1;1;1;0;0;0;0;2;5;0;0;1;0;0;4;0;0;1;4;0;12;1;3;0;8;0;6;0;0;0;3;0;0;7;2;0;0;1;0;0;1;0;1;2;0;5;2;0;0;1;0;3;0;0;0;0;2;1;5;0;2;3;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;2;0;0;0;0;5;2;3;3;0;3;6;0;0;0;0;0;1;4;2;0;0;0;0;0;0;1;0;0;4;3;0;3;2;5;3;0;0;2;0;3;1;0;1;0;0;2;0;0;2;1;0;1;0;0;1;3;0;1;0;2;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;18;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;0;1;3;0;0;2;0;1;2;1;0;0;0;0;1;1;0;0;1;2;5;1;1;0;4;1;6;1;1;1;1;3;0;4;1;7;15;1;4;2;2;0;18;8;5;7;6;8;8;1;25;6;5;5;9;11;6;15;0;2;6;0;0;7;1;1;1;4;1;4;6;0;0;0;0;3;3;3;0;0;0;0;0;2;1;3;0;0;2;3;0;1;2;1
2001-KW03;0;9;4;0;0;2;0;0;0;6;3;0;2;1;2;2;15;20;3;0;6;2;1;6;6;1;7;1;1;1;0;0;0;8;3;3;0;0;1;0;6;2;2;0;0;0;0;3;4;0;1;3;0;11;1;0;1;1;6;0;0;0;0;4;0;0;3;3;1;0;0;5;0;5;0;0;0;9;0;10;1;6;0;6;2;5;14;6;0;0;0;1;3;4;2;3;1;0;3;1;1;0;2;0;2;12;4;8;0;10;0;11;0;2;1;5;0;7;0;2;0;0;0;0;4;6;0;0;2;1;0;25;1;0;3;0;13;0;0;0;1;0;3;1;1;0;0;1;1;5;1;3;4;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;2;0;0;2;1;0;1;4;1;1;0;1;3;2;1;0;3;7;0;0;0;0;1;0;4;4;1;1;0;0;11;1;2;3;3;4;5;0;3;6;8;2;0;1;1;2;2;1;0;0;0;1;8;1;3;0;1;1;0;0;1;0;1;2;0;0;1;5;0;0;4;0;0;4;1;2;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;2;1;2;0;3;0;3;5;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;4;1;0;0;0;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;2;3;4;3;0;1;0;1;1;1;0;0;0;3;1;3;1;0;1;4;3;0;6;0;6;5;2;1;4;3;0;6;0;3;8;0;12;8;9;5;3;6;8;19;14;14;14;7;20;4;8;5;6;11;5;3;5;22;5;0;9;3;0;1;2;0;1;3;10;1;11;2;4;0;1;0;1;1;1;0;3;2;6;2;2;4;0;0;4;5;0;0;11;0
2001-KW04;0;10;4;0;1;5;2;1;3;0;10;8;1;0;2;15;12;13;7;1;7;2;0;13;6;3;11;0;1;3;0;1;2;10;3;3;0;1;0;4;1;4;0;1;0;0;2;0;2;0;0;0;0;6;1;0;0;4;4;0;1;1;1;5;0;5;6;5;0;1;2;5;0;7;7;13;3;6;4;9;0;7;3;1;0;9;6;4;4;1;5;3;2;5;1;1;2;0;3;1;1;0;1;2;4;19;8;3;4;2;2;19;1;0;4;8;0;5;0;10;2;0;0;0;2;1;0;0;2;0;0;0;7;0;0;0;38;0;1;0;0;0;4;0;1;1;0;3;1;1;3;3;5;1;3;1;0;3;0;3;0;2;0;0;2;0;3;2;3;0;0;4;2;1;0;1;3;1;39;10;3;7;5;4;0;4;0;0;0;0;0;0;7;7;5;1;4;0;5;0;4;0;2;11;6;6;10;7;13;6;3;3;1;3;3;4;1;0;0;1;3;7;0;4;3;0;2;1;1;1;2;1;0;0;0;0;0;3;2;1;1;8;0;4;1;0;0;0;1;0;0;2;0;0;0;1;3;0;1;2;0;1;1;2;0;2;1;0;0;0;4;1;0;0;1;0;0;0;0;2;0;1;0;11;0;2;2;10;2;0;0;0;1;0;1;1;2;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;2;0;1;1;6;2;0;7;6;0;7;2;13;3;2;2;4;1;4;11;8;2;0;2;2;7;1;3;0;1;2;10;5;5;1;1;6;0;12;5;12;14;4;41;4;2;4;10;16;9;25;13;19;27;3;18;3;5;23;7;8;11;25;1;3;7;1;4;13;1;3;5;2;9;5;8;3;1;0;0;0;1;0;2;2;2;1;5;4;10;0;1;0;7;7;1;1;11;1
2001-KW05;2;4;2;2;2;5;4;5;3;1;9;4;2;1;4;13;8;13;6;8;14;1;1;3;6;1;20;1;2;11;1;1;1;10;7;0;0;0;1;6;2;2;0;3;2;1;1;1;1;3;2;1;1;2;2;0;0;1;3;0;1;7;1;9;0;13;2;10;0;1;0;6;0;7;4;17;5;7;0;20;2;2;0;7;0;9;7;3;3;0;1;2;3;2;2;5;4;10;8;4;3;6;2;1;0;8;1;5;2;10;4;8;0;0;4;8;0;9;0;3;2;0;2;1;3;1;0;2;2;1;0;23;4;1;0;1;8;2;0;2;1;1;5;0;0;0;1;9;3;3;0;4;4;0;3;2;1;1;0;3;0;0;4;0;1;1;5;0;1;0;2;2;1;3;0;0;2;2;11;10;4;7;9;4;0;1;2;1;0;1;2;2;11;8;0;1;5;0;9;1;5;3;3;2;6;3;3;9;18;4;0;5;1;3;1;4;0;0;2;0;2;0;0;15;1;0;1;0;1;1;1;0;1;1;0;1;1;0;2;0;0;6;0;2;1;0;0;0;1;2;0;0;1;0;0;0;1;0;0;2;0;0;0;2;0;1;3;2;0;0;1;0;0;0;0;1;0;1;2;0;0;0;0;5;0;0;3;8;1;0;2;1;1;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0;4;3;0;0;2;5;0;0;0;7;3;1;5;1;0;3;8;7;2;0;3;7;2;1;9;11;2;1;2;3;7;0;2;0;2;1;9;6;3;4;2;3;0;6;4;17;16;8;12;6;9;9;10;0;8;21;4;14;29;1;34;8;7;12;10;12;10;25;0;6;8;3;10;6;2;10;2;3;8;11;2;3;3;1;0;1;1;6;4;4;0;1;27;2;3;4;0;0;5;0;4;3;7;0
2001-KW06;0;5;4;4;1;0;3;0;1;1;3;0;0;6;3;26;9;8;7;7;8;5;3;4;6;6;24;8;11;12;0;2;5;10;5;1;0;4;1;1;0;5;0;0;1;2;3;3;6;0;1;0;0;1;3;0;0;4;3;0;1;12;0;5;0;7;3;9;2;1;7;1;1;7;4;7;4;11;4;8;5;11;0;5;1;5;2;6;3;1;13;3;4;2;8;0;4;8;9;5;1;3;3;2;3;11;3;4;1;0;3;13;6;1;4;7;0;10;7;9;0;0;2;1;0;0;0;4;2;4;0;0;0;1;0;0;3;2;1;1;0;0;8;0;1;2;3;7;3;8;1;2;2;0;6;3;0;0;0;1;0;1;0;0;0;0;9;0;9;3;1;0;2;2;2;4;4;3;8;8;6;6;8;6;0;0;1;0;0;0;2;1;6;9;5;3;0;0;10;1;3;4;0;10;9;4;1;8;13;6;3;6;2;7;0;8;0;0;0;2;8;0;2;12;1;0;1;1;0;2;1;2;0;1;4;1;0;2;2;1;0;8;0;3;2;0;0;1;4;0;0;2;2;2;0;1;1;0;0;0;5;3;1;3;0;1;1;1;0;0;0;2;0;0;0;1;0;0;0;0;0;1;3;7;0;3;2;2;2;0;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;2;0;3;2;0;0;0;3;0;1;0;3;14;5;4;5;5;0;8;7;21;4;0;1;4;4;5;13;8;1;0;4;0;4;0;9;2;8;1;9;7;3;10;1;2;0;4;7;24;5;7;17;8;4;8;11;0;19;14;12;15;16;3;24;2;5;18;16;12;7;33;7;5;6;2;12;13;2;3;4;3;15;5;2;0;5;2;0;2;4;16;2;8;0;4;21;3;2;4;0;0;5;3;2;3;7;0
2001-KW07;0;3;0;2;0;5;9;2;5;2;6;6;4;2;3;31;15;5;9;4;7;7;1;8;4;6;31;2;1;12;0;0;4;13;2;0;0;0;1;4;0;1;4;1;1;2;1;1;4;1;2;2;2;3;2;0;0;9;4;2;0;7;0;9;4;19;1;11;3;6;3;4;1;1;2;15;6;14;2;10;0;7;0;2;1;9;2;2;9;0;4;3;4;0;6;3;0;4;11;4;0;4;13;1;6;11;2;4;1;12;1;11;2;1;6;14;0;10;2;7;11;0;0;0;5;11;1;5;2;0;0;1;2;0;1;0;10;0;0;0;0;0;2;3;2;2;5;0;2;2;3;1;5;1;0;1;0;1;0;5;0;3;4;0;0;1;5;0;2;1;3;0;6;1;1;4;2;0;21;12;2;0;8;5;1;1;0;0;0;0;2;6;7;13;3;5;0;0;11;2;2;4;3;5;7;4;6;6;17;7;1;4;2;4;1;3;0;0;2;0;1;2;1;11;0;0;0;0;1;0;5;0;0;0;0;1;2;2;3;1;2;4;2;5;0;0;0;2;3;0;0;1;3;0;1;0;3;0;0;1;0;3;0;3;2;1;1;0;0;0;0;3;0;0;0;0;0;1;0;0;0;4;4;2;0;4;4;5;2;1;0;0;0;0;0;0;0;1;1;8;0;0;1;0;5;0;0;0;5;4;3;0;0;2;1;3;2;2;5;1;0;8;2;4;6;7;19;3;2;3;1;5;5;18;22;1;1;4;3;6;0;9;7;6;1;12;2;6;5;0;3;5;7;1;47;7;11;21;13;0;12;9;0;13;21;19;23;23;2;10;11;8;22;14;16;3;41;8;5;16;8;14;12;2;12;7;2;15;20;7;1;5;1;0;3;4;11;5;7;2;1;11;6;3;1;4;0;4;2;1;3;5;0
2001-KW08;5;2;4;0;0;5;3;1;1;2;2;0;8;3;4;36;5;8;17;4;18;7;2;3;4;9;41;5;8;21;2;1;1;14;4;0;0;1;1;4;2;7;4;2;0;1;1;0;4;1;2;0;0;5;1;5;2;8;7;0;2;13;1;4;4;7;22;5;2;4;7;3;2;5;6;18;7;13;0;8;1;13;0;2;3;3;4;5;1;3;4;4;2;5;1;3;1;2;10;3;2;5;9;1;1;8;0;5;2;4;4;9;1;2;8;15;0;4;1;1;0;0;1;1;6;2;1;6;4;0;0;0;0;0;0;1;8;3;5;0;1;0;6;4;0;2;1;4;6;3;4;3;0;1;3;2;0;0;3;0;0;1;0;0;4;1;12;0;1;0;2;0;4;2;0;8;6;8;8;11;5;3;8;5;2;2;1;1;1;1;0;0;6;7;2;2;2;0;14;4;3;3;5;8;6;7;4;7;8;4;1;8;2;2;0;9;0;1;3;0;1;0;0;31;3;1;2;3;1;6;1;2;0;0;0;0;1;0;10;3;0;9;4;6;1;0;0;0;4;0;1;2;2;3;0;2;0;0;0;1;0;2;1;1;1;1;2;1;1;0;0;2;2;0;1;1;0;1;0;3;0;3;1;6;0;1;4;2;1;0;2;2;0;1;0;1;0;1;1;1;1;1;0;6;3;0;0;2;2;8;0;1;0;0;3;1;0;0;3;2;1;6;1;0;2;8;18;1;4;1;11;5;3;19;12;3;2;12;4;5;16;6;2;7;2;7;7;8;4;1;2;5;13;2;44;6;11;18;18;8;9;12;0;10;19;16;32;14;0;17;10;12;25;23;15;12;44;13;8;16;11;21;26;5;5;3;7;19;13;3;2;2;2;1;6;8;16;11;10;2;8;18;2;3;11;0;0;6;3;0;0;12;0
2001-KW09;0;5;2;1;2;6;6;4;7;6;4;6;3;4;2;36;8;6;11;13;10;0;0;5;2;6;27;1;8;15;2;6;4;20;3;8;0;1;3;2;10;3;7;6;0;0;3;6;7;0;3;1;0;2;4;3;3;14;4;0;1;7;1;4;0;14;0;6;0;12;1;2;0;11;7;17;5;8;3;15;2;14;1;8;1;2;12;0;3;1;11;7;2;1;3;1;0;7;8;6;5;6;2;3;4;0;2;2;2;7;5;14;1;0;4;7;1;12;1;4;3;3;1;1;1;8;0;1;3;2;0;4;3;0;0;3;7;2;3;1;1;0;5;5;0;1;3;0;1;4;1;4;5;0;2;0;5;0;0;2;0;7;3;0;1;0;0;0;4;4;0;1;2;0;0;6;1;4;11;5;7;6;16;4;0;2;1;0;1;1;0;1;3;13;5;4;2;0;13;5;6;6;4;7;11;2;3;5;6;5;1;4;0;4;7;10;0;0;0;1;3;1;4;18;0;0;0;2;2;5;3;1;0;4;0;1;0;6;5;0;2;6;2;3;0;0;0;1;2;0;0;0;0;0;3;0;3;0;0;0;0;2;4;2;0;2;1;4;3;0;3;5;1;1;5;1;0;0;1;1;0;1;0;5;1;0;5;10;4;0;0;4;0;0;1;0;0;4;0;3;0;1;0;3;6;0;1;3;0;7;5;1;0;0;0;1;2;4;6;1;5;1;2;2;9;5;31;0;3;2;4;5;5;18;18;3;0;8;6;12;0;11;1;9;4;9;2;10;7;1;5;8;12;5;50;11;12;25;5;5;6;20;0;11;26;23;59;22;9;22;24;9;49;27;15;20;27;19;11;21;18;24;29;21;10;17;6;16;19;8;3;6;6;0;7;8;16;7;13;11;11;17;5;4;13;4;0;2;3;1;3;8;1
