weeks,09161,09162,09163,09171,09172,09173,09174,09175,09176,09177,09178,09179,09180,09181,09182,09183,09184,09185,09186,09187,09188,09189,09190,09261,09262,09263,09271,09272,09273,09274,09275,09276,09277,09278,09279,09361,09362,09363,09371,09372,09373,09374,09375,09376,09377,09461,09462,09463,09464,09471,09472,09473,09474,09475,09476,09477,09478,09479,09561,09562,09563,09564,09565,09571,09572,09573,09574,09575,09576,09577,09661,09662,09663,09671,09672,09673,09674,09675,09676,09677,09678,09679,09761,09762,09763,09764,09771,09772,09773,09774,09775,09776,09777,09778,09779,09780
2016-KW01,0.1491128806,0.5620771487,0.0240568702,0.1398170989,0.0401050197,0.0482381089,0.0579000868,0.1511768611,0.0502111162,0.0519849035,0.067482607,0.083241331,0.0337318991,0.0455730137,0.0379354794,0.0434606675,0.4812263617,0.0367574328,0.1458293972,0.0988292401,0.0517173576,0.0673398135,0.0513822534,0.0268793454,0.0196049366,0.0180956244,0.1429566372,0.1278247461,0.1438656024,0.1574820397,0.0725114725,0.2812225602,0.045915411,0.0380863339,0.0364795229,0.2118855803,0.0570552251,0.114126548,0.1373554461,0.0487179259,0.0505389271,0.1340999841,0.1709318845,0.055805398,0.3773989643,0.02907422,0.0280462602,0.0157652495,0.268937711,0.0560587413,0.0398731722,0.2848872102,0.0442425772,0.036817314,0.1237685655,0.0276347692,0.0255800011,0.0281211117,0.2115723558,0.0423152485,0.0481363877,0.1963902281,0.0156255268,0.1677447484,0.051682043,0.044515881,0.064830179,0.0381289416,0.0481978043,0.0360722542,0.0265576761,0.020238295,0.0483693868,0.0666001277,0.1373903768,0.0306526259,0.2280170261,0.0344500891,0.0493416879,0.2441112381,0.0440752171,0.0618161608,0.1111578487,0.1143722143,0.0259212469,0.0166181721,0.3020320293,0.1928338008,0.036295657,0.0474051467,0.0656431808,0.0310771679,0.0530735122,0.0541866875,0.2464132079,0.0590209392
2016-KW02,0.1487895368,0.5585342269,0.0239052333,0.0417372741,0.0398522271,0.0479340513,0.0575351272,0.0530254327,0.3012618327,0.0516572288,0.0670572462,0.0827166388,0.033519278,0.0452857548,0.037696362,0.0431867234,0.130986352,0.036525741,0.1455267502,0.0982062931,0.0513913693,0.0669153528,0.0510583774,0.0267099177,0.0194813615,0.0179815629,0.044857023,0.0298205122,0.0457602588,0.059290868,0.0720544134,0.0294417482,0.1434410689,0.1356613405,0.0362495827,0.0161529682,0.0566955909,0.0162086575,0.0392911377,0.0484108438,0.0502203668,0.1338712706,0.0726559349,0.0554536417,0.0278134064,0.0288909575,0.0278694772,0.0156658769,0.1150494086,0.0557053881,0.039621841,0.0330832989,0.0439637045,0.0365852447,0.0257898989,0.1252756548,0.0254187635,0.0279438568,0.015841718,0.0420485242,0.0478329713,0.1951523283,0.0155270349,0.3208560987,0.0513562774,0.0442352855,0.0644215371,0.0378886048,0.0478940007,0.0358448812,0.026390276,0.0201107276,0.1458795767,0.0661803294,0.0393258482,0.0304594142,0.0321827331,0.034232941,0.0490306741,0.048175499,0.2394275491,0.0614265171,0.2082722662,0.0164527753,0.0257578584,0.0165134233,0.0501200497,0.0944197976,0.2874340864,0.0471063394,0.0652294144,0.0308812802,0.0527389757,0.0538451344,0.0504629589,0.3100161251
2016-KW03,0.2465767875,0.8516745771,0.2195223346,0.0417144919,0.0398304739,0.0479078866,0.0575037218,0.0529964889,0.2454975372,0.2472591817,0.0670206432,0.0826714881,0.0335009816,0.0452610357,0.0376757855,0.4344234498,0.2287299283,0.2891051573,0.3002849858,0.2937828373,0.0513633174,0.0668788272,0.3036298612,0.0266953382,0.0194707276,0.0179717477,0.0448325379,0.5188796094,0.3961497094,0.352703729,0.3246144365,0.6732853311,0.0456010891,0.3312708321,0.036229796,0.0161441511,0.0566646437,0.114014885,0.4874991944,0.1461994938,0.0501929542,0.0360365145,0.2682464257,0.2510535223,0.3212434493,0.1266902624,0.0278542647,0.1134724007,0.1150400012,0.2513051314,0.1374152884,0.0330652404,0.4352000068,0.2321954246,0.0257758215,0.6304593733,0.0254048888,0.0279286037,0.0158330708,0.8976387087,0.4390671615,0.2928608798,0.3089637843,0.1672660327,0.3447734695,0.4924406435,0.1622014477,0.2334980732,0.1456829328,0.1336403903,0.1241909459,0.2726991041,0.2436684157,0.1639592799,0.3327496071,0.030442788,0.423425466,0.5802588337,0.2446340607,0.6511629852,0.0437734926,0.5096224913,0.2082119734,0.0164437946,0.0257437985,0.1143194844,0.1479077667,0.4447826875,0.0360471888,0.1448957015,0.163008884,0.1286794987,0.3053095421,0.249445893,0.4986649175,0.0586169012
2016-KW04,0.0512142569,0.7567918432,0.0240176887,0.1397486902,0.0400397007,0.0481595435,0.0578057849,0.2489050257,0.0501293373,0.2475303855,0.0673726981,0.0831057558,0.1314920349,0.0454987889,0.0378736939,0.6517925227,0.1316025403,0.2919913483,0.1457511963,0.0986682769,0.4047419827,0.4203389944,0.0512985671,0.2224657169,0.019573006,0.115881227,0.3003618225,0.3234060192,0.1437905999,0.1573848601,0.072393373,0.4805041808,0.1436557035,0.3314695274,0.0364201087,0.1140440302,0.0569622993,0.1140999815,0.392584829,0.2442687288,0.0504566144,0.1340408868,0.1708127991,0.2513446575,0.2235743966,0.0290268668,0.1258156562,0.3091847974,0.0173154077,0.1537825133,0.1376233057,0.1310540049,0.0441705193,0.2323874995,0.0259112201,0.3210349852,0.0255383389,0.381184168,0.1137313158,0.0422463296,0.048057988,1.255396939,0.0156000775,0.2654459289,0.0515978685,0.4953673101,0.1625396649,0.6846209231,0.852152094,0.1338285783,0.3199596464,0.3136505577,0.4992145398,0.164306731,0.2351409954,0.0306027019,0.5810731349,0.1322090552,0.2448914749,0.4993260592,0.2992972141,0.7464210054,0.6978672555,0.0165301727,0.025879029,0.0165911061,0.1481709002,0.3883091936,0.1340516172,0.3026217202,0.0655362677,0.0310265525,0.1508021463,0.3093922159,0.1485154225,0.0589248118
2016-KW05,0.0517780292,0.5673390251,0.0242820782,0.3018522525,0.0404804622,0.0486896892,0.0584421176,0.0538613317,0.0506811668,0.1502866343,0.0681143444,0.0840205934,0.1318627547,0.0459996447,0.0382906118,0.0438675239,0.133051236,0.037101537,0.3079208349,0.3931996533,0.0522015088,0.0679702141,0.1496783425,0.027130976,0.0197884679,0.0182650263,0.1433792292,0.0302906062,0.0464816288,0.158040611,0.3326473148,0.1277209463,0.0463452474,0.0384428785,0.1346361003,0.1142226804,0.0575893467,0.0164641727,0.0399105277,0.1469890729,0.0510120465,0.0366245897,0.3332583187,0.1541428942,0.1260669351,0.1271614728,0.0283088148,0.0159128356,0.1153210926,0.0565835343,0.1380615192,0.1314199028,0.0446567534,0.3944340809,0.0261964538,0.0278934717,0.0258194679,0.1261994419,0.0160914487,0.042711382,0.0485870158,0.8149578616,0.0157718049,0.1683993939,0.0521658637,0.0449326157,0.3248941129,0.3319311099,0.5037361844,0.0364099441,0.0268062954,0.0204277555,0.146637271,0.0672236038,0.1377608603,0.0309395799,0.2283202153,0.230402743,0.0498035993,0.1467500181,0.0444878265,0.3558400766,0.405643676,0.0167121388,0.0261639083,0.2762307701,0.050910148,0.4531803444,0.0366354382,0.1456640042,0.0662576984,0.0313680963,0.053570359,0.0546939553,0.0512584628,0.0595734628
2016-KW06,0.0526393013,0.6745911773,0.1225010595,0.0431004245,0.0411538114,0.0494995901,0.0594142396,0.1525723323,0.0515241937,0.2489745174,0.0692473536,0.085418186,0.1324291014,0.1445798745,0.3040248888,0.1424122881,0.1352644009,0.0377186813,0.5099974547,0.1014137366,0.1508848999,0.4320132545,0.0527259575,0.3210274955,0.0201176279,0.1163839204,0.0463220652,0.2264246079,0.1450698758,0.1590423984,0.0744077296,0.3933157521,0.2427463009,0.4998098382,0.0374335037,0.1144956033,0.0585472839,0.0167380366,0.1383894715,0.3434371796,0.0518605773,0.1350488755,0.1728439718,0.2528949222,0.1265368745,0.0298345438,0.1265947766,0.0161775286,0.2134273614,0.4204371695,0.1387309757,0.0341638082,0.0453995707,0.1355952034,0.0266322038,0.1261725246,0.2913463008,0.2939538642,0.0163591127,0.0434218402,0.0493952088,0.2993411298,0.016034152,0.6303009921,0.053033587,0.0456800216,0.1643406365,0.3042234103,0.0494582314,0.1348306595,0.1250672643,0.2163976992,0.7059919545,0.0683417964,0.1384253157,0.0314542267,0.3266790545,0.2309811478,0.1484471038,0.4126613522,0.1430429088,0.1612477983,0.2118798272,0.1148052022,0.0265991169,0.0170527561,0.0517569838,0.195318648,0.0372448295,0.0486448449,0.1651748992,0.031889871,0.2500915945,0.4185161593,0.0521110925,0.0605644036
2016-KW07,0.0537997427,0.7851213695,0.0252301909,0.0440505799,0.0420610535,0.0505908161,0.1585391106,0.0559643894,0.1504751274,0.0545203523,0.0707739221,0.087301243,0.035377098,0.0477957367,0.0397856986,0.2412105154,0.1382463252,0.0385501954,0.0503561148,0.3758718465,0.0542397574,0.1684392391,0.0538883093,0.0281903261,0.0205611241,0.0189781985,0.0473432422,0.1292884015,0.0482965402,0.0625770891,0.1738631343,0.1288886444,0.1459699087,0.4099814141,0.1360738059,0.1148633281,0.0598379677,0.0171070291,0.0414688654,0.14890911,0.0530038516,0.0380546254,0.2723130703,0.4285646864,0.127170051,0.0304922509,0.0294141546,0.0165341647,0.0181895538,0.0587928825,0.0418178981,0.0349169545,0.0464004112,0.1364280721,0.2994417433,0.3990200974,0.0268276091,0.0294926567,0.0167197518,0.0443790813,0.0504841337,0.2059687276,0.0163876273,0.1711554137,0.0542027205,0.1445021196,0.0679921277,0.0399885965,0.0505485457,0.0378315987,0.0278529681,0.119040448,0.1485435717,0.0698484018,0.0415054997,0.03214764,0.1317815495,0.0361303161,0.1495632946,0.4208831496,0.0462248884,0.0648311075,0.1165793272,0.0173646773,0.0271854985,0.0174286867,0.1507130493,0.1974681292,0.0380658975,0.049717228,0.0688447819,0.0325928881,0.0556620555,0.0568295235,0.0532598894,0.0618995551
2016-KW08,0.5317271612,1.081967223,0.0259154054,0.0452469283,0.0432033692,0.0519647875,0.0623732102,0.0574842991,0.0540902213,0.0560010441,0.0726960367,0.0896722151,0.0363378874,0.0490937979,0.0408662191,0.0468182606,0.239815965,0.2352273113,0.149538787,0.1064643822,0.0557128287,0.0725422115,0.0553518357,0.0289559335,0.0211195337,0.1173086931,0.0486290144,0.3257733202,0.2452383524,0.5407428872,0.0781134117,0.1297325563,0.0494626475,0.0410287279,0.0392977813,0.1153263333,0.061463078,0.0175716307,0.0425950982,0.248111823,0.0544433575,0.1369032074,0.1765805896,0.2557468442,0.1279672885,0.0313203751,0.0302129993,0.016983208,0.11649863,0.0603896099,0.140768685,0.0358652472,0.1454756524,0.0396616688,0.0279585509,0.0297697182,0.0275562071,0.0302936335,0.0171738355,0.0455843512,0.0518552078,0.4923986797,0.0168326909,0.0753321535,0.0556747859,0.0479549955,0.0698386929,0.1388897023,0.1497364441,0.3196951962,0.0286094133,0.0218018227,0.0521062074,0.5482116779,0.2382628773,0.228650872,0.1327040285,0.1349266367,0.1509686994,0.4308777608,0.0474802877,0.2622219739,0.5110057483,0.0178362761,0.0279238162,0.017902024,0.0543346048,0.2001745582,0.0390997107,0.4297186964,0.0707145039,0.0334780625,0.0571737542,0.1561880038,0.1525214239,0.7230680249
2016-KW09,0.0570233631,0.6248128738,0.1245570306,0.0466900414,0.0445813047,0.0536221612,0.0643625519,0.3502523411,0.0558153839,0.0577871508,0.0750146163,0.0925322358,0.0374968541,0.0506596038,0.0421696131,0.0483114901,0.1465298903,0.04086008,0.0533733968,0.20767505,0.057489743,0.3657905131,0.0571172365,0.1276945338,0.0217931236,0.1179304259,0.0501799963,0.0333591731,0.0511904149,0.0663266383,0.080604774,0.1307505379,0.3419748456,0.14015238,0.0405511513,0.1158848404,0.0634233917,0.0181320632,0.0439536334,0.1519706074,0.0561797831,0.040334816,0.0812776752,0.1598491412,0.1289289683,0.1301343874,0.0311766178,0.0175248733,0.0192794515,0.1601307612,0.0443235797,0.0370091394,0.4379303749,0.1387417197,0.0288502656,0.0307191986,0.0284350894,0.1290748987,0.0177215807,0.4357879292,0.1513241614,0.5092447713,0.1151846306,0.1755498847,0.1552655618,0.0494844802,0.0720661399,0.1401997434,0.1513924329,0.1379135007,0.0295218868,0.0224971737,0.1515831665,0.0740336398,0.1418075378,0.0340738906,0.2316318576,0.2339253541,0.0548489151,0.0538922604,0.1468097069,0.1665307898,0.2213797049,0.0184051493,0.0288144231,0.0184729941,0.0560675618,0.3965587819,0.0403467635,0.1505113036,0.1707849591,0.0345458175,0.3499318917,0.1580497598,0.0564511624,0.0656085072
